artist,songname,sectiontype,filename
a boogie wit da hoodie,drowning,intro,data/Drowning.json
a certain mushroom,imma-write-a-song,instrumental,data/Imma Write A song.json
a day to remember,downfall-of-us-all,intro-and-verse,data/Downfall Of Us All.json
a day to remember,downfall-of-us-all,pre-chorus-and-chorus,data/Downfall Of Us All-2.json
a do,dark,verse,data/Dark.json
a do,dark,pre-chorus,data/Dark-2.json
a do,dark,chorus,data/Dark-3.json
a do,he-loves-you-very-much,verse,data/He Loves You Very Much.json
a do,he-loves-you-very-much,pre-chorus,data/He Loves You Very Much-2.json
a do,he-loves-you-very-much,chorus,data/He Loves You Very Much-3.json
a do,persevere,verse,data/Persevere.json
a do,persevere,chorus,data/Persevere-2.json
a do,persevere,bridge,data/Persevere-3.json
a flock of seagulls,i-ran-%28so-far-away%29,verse,data/I Ran (So Far Away).json
a flock of seagulls,i-ran-%28so-far-away%29,chorus,data/I Ran (So Far Away)-2.json
a g cook,silver,bridge,data/Silver.json
a g cook,superstar,pre-chorus,data/Superstar.json
a g cook,superstar,pre-chorus-and-chorus,data/Superstar-2.json
a g cook,superstar,chorus,data/Superstar-3.json
a g cook,superstar,bridge,data/Superstar-4.json
a great big world,say-something,intro,data/Say Something.json
a great big world,say-something,intro-and-verse,data/Say Something-2.json
a great big world,say-something,verse,data/Say Something-3.json
a great big world,say-something,chorus,data/Say Something-4.json
a ha,take-on-me,intro,data/Take on Me.json
a ha,take-on-me,intro-and-verse,data/Take On Me-2.json
a ha,take-on-me,verse-and-pre-chorus,data/Take on Me-3.json
a ha,take-on-me,chorus,data/Take On Me-4.json
a ha,take-on-me,bridge,data/Take On Me-5.json
a ha,the-sun-always-shines-on-tv,intro,data/The Sun Always Shines On TV.json
a ha,the-sun-always-shines-on-tv,chorus,data/The Sun Always Shines On TV-2.json
a ha,the-sun-always-shines-on-tv,bridge,data/The Sun Always Shines On TV-3.json
a ha,the-sun-always-shines-on-tv,solo,data/The Sun Always Shines On TV-4.json
a ha,you-are-the-one,intro,data/You Are the One.json
a ha,you-are-the-one,verse-and-pre-chorus,data/You Are the One-2.json
a ha,you-are-the-one,chorus,data/You Are the One-3.json
a ha,you-are-the-one,bridge,data/You Are the One-4.json
a lin,a-kind-of-sorrow,verse,
a lin,a-kind-of-sorrow,chorus,data/A Kind of Sorrow-2.json
a lin,a-kind-of-sorrow,bridge,data/A Kind of Sorrow-3.json
a lin,absurd,verse,data/Absurd.json
a lin,absurd,chorus,data/Absurd-2.json
a lin,absurd,bridge,data/Absurd-3.json
a lin,best-friend,verse,data/Best Friend.json
a lin,best-friend,chorus,data/Best Friend-2.json
a lin,best-friend,bridge,data/Best Friend-3.json
a lin,forget-love,verse,data/Forget Love.json
a lin,forget-love,chorus,data/Forget Love-2.json
a lin,forget-love,bridge,data/Forget Love-3.json
a lin,give-me-a-reason-to-forget,verse,
a lin,give-me-a-reason-to-forget,pre-chorus,data/Give Me a Reason to Forget-2.json
a lin,give-me-a-reason-to-forget,chorus,data/Give Me a Reason to Forget-3.json
a lin,good-friends-blessing,verse,data/Good Friend's Blessing.json
a lin,good-friends-blessing,chorus,data/Good Friend's Blessing-2.json
a lin,guilt,verse,data/Guilt.json
a lin,guilt,chorus,data/Guilt-2.json
a lin,guilt,outro,data/Guilt-3.json
a lin,lovelorn-not-guilty,verse,
a lin,lovelorn-not-guilty,chorus,data/Lovelorn Not Guilty-2.json
a lin,more-than-sorrow,verse,
a lin,more-than-sorrow,chorus,data/More Than Sorrow-2.json
a love like pi,heavens-halberd,verse,data/Heaven's Halberd.json
a lovely war,autumn-leaves-us-blue,intro,
a lovely war,autumn-leaves-us-blue,verse-and-pre-chorus,data/Autumn Leaves Us Blue-2.json
a lovely war,autumn-leaves-us-blue,chorus,data/Autumn Leaves Us Blue-3.json
a mei,depressed,verse,data/Depressed.json
a mei,depressed,chorus,data/Depressed-2.json
a mei,disappear,verse,data/Disappear.json
a mei,disappear,chorus,data/Disappear-2.json
a mei,disappear,bridge,data/Disappear-3.json
a mei,full-name,verse,data/Full Name.json
a mei,full-name,pre-chorus,data/Full Name-2.json
a mei,full-name,chorus,data/Full Name-3.json
a mei,have-you-heard-lately,verse,data/Have You Heard Lately.json
a mei,have-you-heard-lately,pre-chorus,data/Have You Heard Lately-2.json
a mei,have-you-heard-lately,chorus,data/Have You Heard Lately-3.json
a mei,hostage,verse,data/Hostage.json
a mei,hostage,chorus,data/Hostage-2.json
a mei,i-want-happiness,verse,data/I Want Happiness.json
a mei,i-want-happiness,pre-chorus,data/I Want Happiness-2.json
a mei,i-want-happiness,chorus,data/I Want Happiness-3.json
a mei,left-behind,verse,data/Left Behind.json
a mei,left-behind,pre-chorus,data/Left Behind-2.json
a mei,left-behind,chorus,data/Left Behind-3.json
a mei,left-behind,bridge,data/Left Behind-4.json
a mei,listen-to-the-sea,verse,
a mei,listen-to-the-sea,chorus,data/Listen to the Sea-2.json
a mei,matriarchy,verse,data/Matriarchy.json
a mei,matriarchy,pre-chorus,data/Matriarchy-2.json
a mei,matriarchy,chorus,data/Matriarchy-3.json
a mei,maybe-tomorrow,verse,data/Maybe Tomorrow.json
a mei,maybe-tomorrow,pre-chorus,data/Maybe Tomorrow-2.json
a mei,maybe-tomorrow,chorus,data/Maybe Tomorrow-3.json
a mei,my-dearest,verse,data/My Dearest.json
a mei,my-dearest,pre-chorus,data/My Dearest-2.json
a mei,my-dearest,chorus,data/My Dearest-3.json
a mei,remember,verse,data/Remember.json
a mei,remember,chorus,data/Remember-2.json
a mei,so-you-dont-want-anything,verse-and-pre-chorus,data/So You Don't Want Anything.json
a mei,so-you-dont-want-anything,chorus,data/So You Don't Want Anything-2.json
a mei,you-do-love-me,verse,data/You Do Love Me.json
a mei,you-do-love-me,pre-chorus,data/You Do Love Me-2.json
a mei,you-do-love-me,chorus,data/You Do Love Me-3.json
a mei,you-do-love-me,bridge,data/You Do Love Me-4.json
a perfect circle,3-libras,intro,data/3 Libras.json
a perfect circle,3-libras,verse,data/3 Libras-2.json
a perfect circle,3-libras,pre-chorus-and-chorus,data/3 Libras-3.json
a perfect circle,blue,chorus,data/Blue.json
a perfect circle,john-lennon---imagine,intro-and-verse,data/John Lennon - Imagine.json
a perfect circle,passive,intro,data/Passive.json
a perfect circle,passive,pre-chorus-and-chorus,data/Passive-2.json
a perfect circle,talktalk,intro,data/TalkTalk.json
a perfect circle,the-doomed,verse,data/The Doomed.json
a perfect circle,the-doomed,chorus,data/The Doomed-2.json
a perfect circle,the-nurse-who-loved-me,pre-chorus-and-chorus,data/The nurse who loved me.json
a perfect circle,weak-and-powerless,chorus,data/Weak and Powerless.json
a r i z o n a,pray-to-god,chorus,data/Pray To God.json
a r rahman,jai-ho,chorus,data/Jai Ho.json
a r rahman,roja,chorus,data/Roja.json
a sunny day in glasgow,the-body-it-bends,verse,data/The Body It Bends.json
a teens,halfway-around-the-world,verse-and-pre-chorus,data/Halfway Around The World.json
a teens,halfway-around-the-world,chorus,data/Halfway Around The World-2.json
a teens,upside-down,verse-and-pre-chorus,data/Upside Down.json
a teens,upside-down,chorus,data/Upside Down-2.json
a tribe called quest,award-tour,intro,data/Award Tour.json
a tribe called quest,bonita-applebum,chorus,data/Bonita Applebum.json
a tribe called quest,electric-relaxation,instrumental,data/Electric Relaxation.json
a tribe called quest,find-a-way,chorus,data/Find A Way.json
a tribe called quest,word-play,instrumental,data/Word Play.json
a winged victory for the sullen,we-played-some-open-chords-and-rejoiced,instrumental,data/We Played Some Open Chords and Rejoiced.json
aaaa,bokutachi-no-tabi-to-epilogue,intro,
aage aleksandersen,fire-pils-og-en-pizza,intro,data/Fire Pils Og En Pizza.json
aage aleksandersen,fire-pils-og-en-pizza,verse,data/Fire Pils Og En Pizza-2.json
aage aleksandersen,fire-pils-og-en-pizza,chorus,data/Fire Pils Og En Pizza-3.json
aage aleksandersen,norge-mitt-norge,chorus,data/Norge Mitt Norge.json
aaliyah,i-care-4-u,verse,data/I Care 4 U.json
aaliyah,i-care-4-u,chorus,data/I Care 4 U-2.json
aaliyah,if-your-girl-only-knew,verse,data/If Your Girl Only Knew.json
aaliyah,if-your-girl-only-knew,chorus,data/If Your Girl Only Knew-2.json
aaliyah,one-in-a-million,verse,data/One in a Million.json
aaliyah,one-in-a-million,chorus,data/One in a Million-2.json
aaliyah,rock-the-boat,verse,data/Rock the Boat.json
aaliyah,rock-the-boat,chorus,data/Rock the Boat-2.json
aaliyah,try-again,chorus,data/Try Again.json
aaliyah,try-again,bridge,data/Try Again-2.json
aaliyah,we-need-a-resolution,intro,data/We Need A Resolution.json
aaliyah,we-need-a-resolution,verse,data/We Need A Resolution-2.json
aaliyah,we-need-a-resolution,chorus,data/We Need A Resolution-3.json
aaliyah,we-need-a-resolution,outro,data/We Need A Resolution-4.json
aaliyah,what-if,verse,data/What If.json
aaliyah,what-if,chorus,data/What If-2.json
aaliyah rose,warriors,intro,data/Warriors.json
aaliyah rose,warriors,verse,data/Warriors-2.json
aaliyah rose,warriors,chorus,data/Warriors-3.json
aaliyah rose,warriors,bridge,data/Warriors-4.json
aandg,lucid,chorus,data/Lucid.json
aandrew,a-song,intro,
aaron,u-turn--lili-,intro-and-verse,data/U-Turn -Lili-.json
aaron,u-turn--lili-,chorus,data/U-Turn -Lili--2.json
aaron carter,sooner-or-later,chorus,data/Sooner Or Later.json
aaron cherof,relic,intro,data/Relic.json
aaron cherof,self-defense,chorus,data/Self-Defense.json
aaron may,im-good-luv-enjoy,intro,data/I'm Good Luv Enjoy.json
aaron may,let-go,intro,data/Let Go.json
aarongrooves,jazzy-note-blocks,verse,data/Jazzy Note Blocks.json
aarongrooves,note-block-battle,intro,data/Note Block Battle.json
ab soul,terrorist-threats,instrumental,data/Terrorist Threats.json
abba,angeleyes,intro,data/Angeleyes.json
abba,angeleyes,verse-and-pre-chorus,data/Angeleyes-2.json
abba,angeleyes,chorus,data/Angeleyes-3.json
abba,another-town-another-train,verse-and-pre-chorus,
abba,another-town-another-train,chorus,data/Another Town Another Train-2.json
abba,as-good-as-new,verse-and-pre-chorus,data/As Good As New.json
abba,as-good-as-new,chorus,data/As Good As New-2.json
abba,bang-a-boomerang,intro,
abba,bang-a-boomerang,verse,data/Bang-A-Boomerang-2.json
abba,bang-a-boomerang,pre-chorus,data/Bang-A-Boomerang-3.json
abba,bang-a-boomerang,chorus,data/Bang-A-Boomerang-4.json
abba,bang-a-boomerang,bridge,data/Bang-A-Boomerang-5.json
abba,chiquitita,verse,data/Chiquitita.json
abba,chiquitita,chorus,data/Chiquitita-2.json
abba,dance-%28while-the-music-still-goes-on%29,verse,data/Dance (While The Music Still Goes On).json
abba,dance-%28while-the-music-still-goes-on%29,chorus,data/Dance (While The Music Still Goes On)-2.json
abba,dancing-queen,intro,data/Dancing Queen.json
abba,dancing-queen,verse,data/Dancing Queen-2.json
abba,dancing-queen,chorus,data/Dancing Queen-3.json
abba,does-your-mother-know,verse,data/Does Your Mother Know.json
abba,does-your-mother-know,pre-chorus,data/Does Your Mother Know-2.json
abba,does-your-mother-know,chorus,data/Does Your Mother Know-3.json
abba,dont-shut-me-down,verse,data/Don't Shut Me Down.json
abba,dont-shut-me-down,chorus,data/Don't Shut Me Down-2.json
abba,fernando,verse,data/Fernando.json
abba,fernando,chorus,data/Fernando-2.json
abba,gimme-gimme-gimme-a-man-after-midnight,intro,data/Gimme Gimme Gimme A Man After Midnight.json
abba,gimme-gimme-gimme-a-man-after-midnight,intro-and-verse,data/Gimme Gimme Gimme A Man After Midnight-2.json
abba,gimme-gimme-gimme-a-man-after-midnight,verse,data/Gimme Gimme Gimme A Man After Midnight-3.json
abba,gimme-gimme-gimme-a-man-after-midnight,chorus,data/Gimme Gimme Gimme A Man After Midnight-4.json
abba,happy-new-year,verse,data/Happy New Year.json
abba,happy-new-year,chorus,data/Happy New Year-2.json
abba,hasta-manana,verse-and-pre-chorus,data/Hasta Manana.json
abba,hasta-manana,chorus,data/Hasta Manana-2.json
abba,head-over-heels,verse,data/Head Over Heels.json
abba,head-over-heels,pre-chorus-and-chorus,data/Head Over Heels-2.json
abba,i-do-i-do-i-do-i-do-i-do,intro,data/I Do I Do I Do I Do I Do.json
abba,i-do-i-do-i-do-i-do-i-do,verse,data/I Do I Do I Do I Do I Do-2.json
abba,i-do-i-do-i-do-i-do-i-do,bridge,data/I Do I Do I Do I Do I Do-3.json
abba,im-a-marionette,verse,data/I'm a Marionette.json
abba,im-a-marionette,chorus,data/I'm a Marionette-2.json
abba,ive-been-waiting-for-you,verse,data/I've Been Waiting For You.json
abba,ive-been-waiting-for-you,chorus,data/I've Been Waiting For You-2.json
abba,just-a-notion,intro,data/Just A Notion.json
abba,just-a-notion,verse-and-pre-chorus,data/Just A Notion-2.json
abba,just-a-notion,chorus,data/Just A Notion-3.json
abba,knowing-me-knowing-you,intro,data/Knowing Me Knowing You.json
abba,knowing-me-knowing-you,verse,data/Knowing Me Knowing You-2.json
abba,knowing-me-knowing-you,chorus,data/Knowing Me Knowing You-3.json
abba,knowing-me-knowing-you,outro,data/Knowing Me Knowing You-4.json
abba,lay-all-your-love-on-me,pre-chorus,data/Lay All Your Love On Me.json
abba,lay-all-your-love-on-me,chorus,data/Lay All Your Love On Me-2.json
abba,like-an-angel-passing-through-my-room,verse,data/Like An Angel Passing Through My Room.json
abba,like-an-angel-passing-through-my-room,outro,data/Like An Angel Passing Through My Room-2.json
abba,mamma-mia,intro,data/Mamma Mia.json
abba,mamma-mia,verse,data/Mamma Mia-2.json
abba,mamma-mia,pre-chorus,data/Mamma Mia-3.json
abba,mamma-mia,chorus,data/Mamma Mia-4.json
abba,mamma-mia,chorus-lead-out,data/Mamma Mia-5.json
abba,mamma-mia,pre-outro,data/Mamma Mia-6.json
abba,money-money-money,intro,data/Money Money Money.json
abba,money-money-money,verse,data/Money Money Money-2.json
abba,money-money-money,pre-chorus,data/Money Money Money-3.json
abba,money-money-money,chorus,data/Money Money Money-4.json
abba,money-money-money,chorus-lead-out,data/Money Money Money-5.json
abba,on-and-on-and-on,verse,data/On And On And On.json
abba,on-and-on-and-on,chorus,data/On And On And On-2.json
abba,one-of-us,verse,data/One Of Us.json
abba,one-of-us,chorus,data/One Of Us-2.json
abba,our-last-summer,verse,data/Our Last Summer.json
abba,our-last-summer,chorus,data/Our Last Summer-2.json
abba,our-last-summer,solo,data/Our Last Summer-3.json
abba,ring-ring,verse-and-pre-chorus,data/Ring Ring.json
abba,ring-ring,chorus,data/Ring Ring-2.json
abba,slipping-through-my-fingers,verse,data/Slipping Through My Fingers.json
abba,slipping-through-my-fingers,pre-chorus,data/Slipping Through My Fingers-2.json
abba,slipping-through-my-fingers,chorus,data/Slipping Through My Fingers-3.json
abba,so-long,verse-and-pre-chorus,data/So Long.json
abba,so-long,chorus,data/So Long-2.json
abba,soldiers,verse,data/Soldiers.json
abba,soldiers,chorus,data/Soldiers-2.json
abba,sos,verse,data/SOS.json
abba,sos,pre-chorus,data/SOS-2.json
abba,sos,chorus,data/SOS-3.json
abba,summer-night-city,verse,data/Summer Night City.json
abba,summer-night-city,verse-and-pre-chorus,data/Summer Night City-2.json
abba,summer-night-city,pre-chorus,data/Summer Night City-3.json
abba,summer-night-city,chorus,data/Summer Night City-4.json
abba,super-trouper,intro,data/Super Trouper.json
abba,super-trouper,verse,data/Super Trouper-2.json
abba,super-trouper,pre-chorus,data/Super Trouper-3.json
abba,super-trouper,chorus,data/Super Trouper-4.json
abba,super-trouper,bridge,data/Super Trouper-5.json
abba,take-a-chance-on-me,verse,data/Take A Chance On Me.json
abba,take-a-chance-on-me,pre-chorus,data/Take A Chance On Me-2.json
abba,take-a-chance-on-me,chorus,data/Take A Chance On Me-3.json
abba,take-a-chance-on-me,chorus-lead-out,data/Take A Chance On Me-4.json
abba,thank-you-for-the-music,verse,
abba,thank-you-for-the-music,chorus,data/Thank You For The Music-2.json
abba,thank-you-for-the-music,bridge,data/Thank You For The Music-3.json
abba,thats-me,intro,data/That's Me.json
abba,thats-me,verse,data/That's Me-2.json
abba,thats-me,bridge,data/That's Me-3.json
abba,the-day-before-you-came,verse,data/The Day Before You Came.json
abba,the-day-before-you-came,chorus,data/The Day Before You Came-2.json
abba,the-name-of-the-game,intro,data/The Name Of The Game.json
abba,the-name-of-the-game,verse,data/The Name Of The Game-2.json
abba,the-name-of-the-game,pre-chorus,data/The Name Of The Game-3.json
abba,the-name-of-the-game,chorus,data/The Name Of The Game-4.json
abba,the-name-of-the-game,chorus-lead-out,data/The Name Of The Game-5.json
abba,the-winner-takes-it-all,verse,data/The Winner Takes It All.json
abba,the-winner-takes-it-all,chorus,data/The Winner Takes It All-2.json
abba,waterloo,verse-and-pre-chorus,data/Waterloo.json
abba,waterloo,chorus,data/Waterloo-2.json
abc,be-near-me,verse,data/Be Near Me.json
abc,be-near-me,pre-chorus,data/Be Near Me-2.json
abc,be-near-me,chorus,data/Be Near Me-3.json
abel korzeniowski,ghost-waltz,verse,
abel korzeniowski,melting-waltz,chorus,data/Melting Waltz.json
above and beyond,always,chorus,data/Always.json
above and beyond,anjunabeach,chorus,data/Anjunabeach.json
above and beyond,circuits,chorus,data/Circuits.json
above and beyond,good-for-me---ambient-mix--,intro,data/Good For Me - Ambient Mix -.json
above and beyond,good-for-me---ambient-mix--,verse,data/Good For Me - Ambient Mix --2.json
above and beyond,good-for-me---ambient-mix--,chorus,data/Good For Me - Ambient Mix --3.json
above and beyond,prelude,verse,data/Prelude.json
above and beyond,sun-and-moon,pre-chorus,
above and beyond,sun-in-your-eyes,verse,data/Sun In Your Eyes.json
above and beyond,tightrope-feat-marty-longstaff,chorus,data/Tightrope feat Marty Longstaff.json
above and beyond,you-got-to-go,bridge,data/You Got To Go.json
above and beyond feat alex vargas,all-over-the-world,verse,
absofacto,dissolve,chorus,data/Dissolve.json
absofacto,whose-side-are-you-on-anyway,chorus,data/Whose Side Are You On Anyway.json
absrdst,skin-contest,chorus,data/Skin Contest.json
absrdst and diveo,in-case-it-crashes,intro,data/In Case it Crashes.json
abstractalex,redveil-grove,outro,data/Redveil Grove.json
absynthe minded,end-of-the-line,intro-and-verse,data/End Of The Line.json
absynthe minded,end-of-the-line,chorus,data/End Of The Line-2.json
absynthe minded,papillon,intro-and-verse,data/Papillon.json
absynthe minded,papillon,chorus,data/Papillon-2.json
absynthe minded,papillon,bridge,data/Papillon-3.json
ac bonifacio,fool-no-mo,verse,data/Fool No Mo.json
ac dc,back-in-black,verse,data/Back In Black.json
ac dc,dirty-deeds-done-dirt-cheap,verse,data/Dirty Deeds Done Dirt Cheap.json
ac dc,dirty-deeds-done-dirt-cheap,chorus,data/Dirty Deeds Done Dirt Cheap-2.json
ac dc,for-those-about-to-rock-%28we-salute-you%29,intro,data/For Those About to Rock (We Salute You).json
ac dc,hells-bells,intro,data/Hells Bells.json
ac dc,hells-bells,verse,data/Hells Bells-2.json
ac dc,hells-bells,pre-chorus,data/Hells Bells-3.json
ac dc,highway-to-hell,verse,data/Highway to Hell.json
ac dc,highway-to-hell,chorus,data/Highway to Hell-2.json
ac dc,its-a-long-way-to-the-top,verse-and-pre-chorus,data/It's a Long Way to the Top.json
ac dc,its-a-long-way-to-the-top,chorus,data/It's a Long Way to the Top-2.json
ac dc,let-there-be-rock,intro,data/Let There Be Rock.json
ac dc,moneytalks,intro,data/Moneytalks.json
ac dc,moneytalks,verse,data/Moneytalks-2.json
ac dc,moneytalks,pre-chorus,data/Moneytalks-3.json
ac dc,moneytalks,chorus,data/Moneytalks-4.json
ac dc,rock-n-roll-train,verse-and-pre-chorus,data/Rock 'n' Roll Train.json
ac dc,rock-n-roll-train,chorus,data/Rock 'n' Roll Train-2.json
ac dc,shot-in-the-dark,verse,data/Shot In The Dark.json
ac dc,shot-in-the-dark,pre-chorus,data/Shot In The Dark-2.json
ac dc,thunderstruck,intro,data/Thunderstruck.json
ac dc,thunderstruck,pre-chorus-and-chorus,data/Thunderstruck-2.json
ac dc,tnt,chorus,data/TNT.json
ac dc,who-made-who,verse,
ac dc,you-shook-me-all-night-long,verse,data/You Shook Me All Night Long.json
ac dc,you-shook-me-all-night-long,chorus,data/You Shook Me All Night Long-2.json
acdc,you-shook-me-all-night-long,chorus,data/You Shook Me All Night Long-3.json
ace,drifting-soul---xenoblade-chronicles-2,intro,data/Drifting Soul - Xenoblade Chronicles 2.json
ace,drifting-soul---xenoblade-chronicles-2,verse-and-pre-chorus,data/Drifting Soul - Xenoblade Chronicles 2-2.json
ace,drifting-soul---xenoblade-chronicles-2,chorus,data/Drifting Soul - Xenoblade Chronicles 2-3.json
ace,drifting-soul---xenoblade-chronicles-2,bridge,data/Drifting Soul - Xenoblade Chronicles 2-4.json
ace,drifting-soul---xenoblade-chronicles-2,pre-outro,data/Drifting Soul - Xenoblade Chronicles 2-5.json
ace,drifting-soul---xenoblade-chronicles-2,outro,data/Drifting Soul - Xenoblade Chronicles 2-6.json
ace,gaur-plains---xenoblade-chronicles,intro,data/Gaur Plains - Xenoblade Chronicles.json
ace,gaur-plains---xenoblade-chronicles,verse,data/Gaur Plains - Xenoblade Chronicles-2.json
ace,gaur-plains---xenoblade-chronicles,chorus,data/Gaur Plains - Xenoblade Chronicles-3.json
ace,incoming---xenoblade-chronicles-2,intro,data/Incoming - Xenoblade Chronicles 2.json
ace,incoming---xenoblade-chronicles-2,verse,data/Incoming - Xenoblade Chronicles 2-2.json
ace,incoming---xenoblade-chronicles-2,pre-chorus,data/Incoming - Xenoblade Chronicles 2-3.json
ace,incoming---xenoblade-chronicles-2,chorus,data/Incoming - Xenoblade Chronicles 2-4.json
ace,mechanical-rhythm,verse,data/Mechanical Rhythm.json
ace,mechanical-rhythm,chorus,data/Mechanical Rhythm-2.json
ace,time-to-fight-%28bionis-shoulder%29,verse,
ace,you-will-know-our-names---finale,verse,data/You Will Know Our Names - Finale.json
ace,you-will-know-our-names---finale,pre-chorus,data/You Will Know Our Names - Finale-2.json
ace,you-will-know-our-names---finale,chorus,data/You Will Know Our Names - Finale-3.json
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,intro-and-verse,
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,pre-chorus,data/An Obstacle in Our Path - Xenoblade Chronicles-2.json
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,chorus,data/An Obstacle in Our Path - Xenoblade Chronicles-3.json
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,chorus-lead-out,data/An Obstacle in Our Path - Xenoblade Chronicles-4.json
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,bridge,data/An Obstacle in Our Path - Xenoblade Chronicles-5.json
ace and kenji hiramatsu,an-obstacle-in-our-path---xenoblade-chronicles,outro,data/An Obstacle in Our Path - Xenoblade Chronicles-6.json
ace collection,monochrome-city,intro,data/Monochrome City.json
ace combat 4,agnus-dei---megalith,intro,data/Agnus Dei - Megalith.json
ace of base,all-that-she-wants,intro,data/All That She Wants.json
ace of base,all-that-she-wants,verse,data/All That She Wants-2.json
ace of base,all-that-she-wants,pre-chorus,data/All That She Wants-3.json
ace of base,all-that-she-wants,chorus,data/All That She Wants-4.json
ace of base,beautiful-life,chorus,data/Beautiful Life.json
ace of base,life-is-a-flower,verse,data/Life is a Flower.json
ace of base,life-is-a-flower,chorus,data/Life is a Flower-2.json
ace of base,the-sign,intro,data/The Sign.json
ace of base,the-sign,verse,data/The Sign-2.json
ace of base,the-sign,chorus,data/The Sign-3.json
ace of base,the-sign,instrumental,data/The Sign-4.json
ace warrior,running-fire,pre-chorus-and-chorus,data/Running Fire.json
acfh,mercy,verse,data/MERCY.json
acraze feat cherish,do-it-to-it,chorus,
action bronson ft chance the rapper,baby-blue,chorus,data/Baby Blue.json
action enterprises,action-52---dam-busters,verse,data/Action 52 - Dam Busters.json
adam burgess,ayutthaya,chorus,data/Ayutthaya.json
adam buxton,counting-song,verse,
adam buxton,counting-song,chorus,data/Counting Song-2.json
adam green and binki shapiro,here-i-am,verse,data/Here I Am.json
adam green and binki shapiro,here-i-am,chorus,data/Here I Am-2.json
adam lambert,ghost-town,verse,data/Ghost Town.json
adam lambert,ghost-town,chorus,data/Ghost Town-2.json
adam lambert,if-i-had-you,verse,data/If i had you.json
adam lambert,whataya-want-from-me,verse,data/Whataya Want from Me.json
adam lambert,whataya-want-from-me,chorus,data/Whataya Want from Me-2.json
adam neely,adam-neelys-bass-lessons,intro,data/Adam Neely's Bass Lessons.json
adam neely,have-yourself-a-merry-little-christmas,intro,data/Have Yourself a Merry Little Christmas.json
adam neely,have-yourself-a-merry-little-christmas,verse,data/Have Yourself a Merry Little Christmas-2.json
adam neely,have-yourself-a-merry-little-christmas,verse-and-pre-chorus,data/Have Yourself a Merry Little Christmas-3.json
adam neely,superfast-instagram-q-and-a,verse,data/Superfast Instagram Q and A.json
adam neely,want-to-want-me---sungazer,intro,data/Want to Want Me - Sungazer.json
adam neely,want-to-want-me---sungazer,verse-and-pre-chorus,data/Want to Want Me - Sungazer-2.json
adam routt,the-sounds-of-space,intro,
adam routt,the-sounds-of-space,chorus,data/the sounds of space-2.json
adam routt,the-sounds-of-space,outro,data/the sounds of space-3.json
adam routt,zzz,intro,data/zzz.json
adam routt,zzz,chorus,data/zzz-2.json
adam routt,zzz,bridge,data/zzz-3.json
adam sandler,somebody-kill-me,verse,data/Somebody Kill Me.json
adam sandler,somebody-kill-me,chorus,data/Somebody Kill Me-2.json
adam szabo and johan vilborg,two-to-one,pre-chorus,data/Two To One.json
adam wright,high-demand,pre-chorus-and-chorus,data/High Demand.json
adam young,by-the-seaside---apple-ringtone,instrumental,data/By the Seaside - Apple ringtone.json
adam young,shackleton,intro,data/Shackleton.json
adam young,shackleton,chorus,data/Shackleton-2.json
adam young,shackleton,chorus-lead-out,data/Shackleton-3.json
adel tawil,lieder,verse,data/Lieder.json
adele,all-i-ask,verse,data/All I Ask.json
adele,all-i-ask,chorus,data/All I Ask-2.json
adele,all-i-ask,bridge,data/All I Ask-3.json
adele,can-i-get-it,chorus,data/Can I Get It.json
adele,chasing-pavements,intro-and-verse,
adele,chasing-pavements,chorus,data/Chasing Pavements-2.json
adele,chasing-pavements,bridge,data/Chasing Pavements-3.json
adele,cold-shoulder,verse-and-pre-chorus,data/Cold Shoulder.json
adele,cold-shoulder,chorus,data/Cold Shoulder-2.json
adele,cold-shoulder,bridge,data/Cold Shoulder-3.json
adele,cry-your-heart-out,chorus,data/Cry Your Heart Out.json
adele,easy-on-me,intro,data/Easy On Me.json
adele,easy-on-me,chorus,data/Easy On Me-2.json
adele,easy-on-me,chorus-lead-out,data/Easy On Me-3.json
adele,he-wont-go,chorus,
adele,hello,intro-and-verse,data/Hello.json
adele,hello,verse-and-pre-chorus,data/Hello-2.json
adele,hello,chorus,data/Hello-3.json
adele,hello,bridge,data/Hello-4.json
adele,hometown-glory,verse,data/Hometown Glory.json
adele,hometown-glory,chorus,data/Hometown Glory-2.json
adele,hometown-glory,solo,data/Hometown Glory-3.json
adele,i-drink-wine,chorus,data/I Drink Wine.json
adele,love-in-the-dark,verse,data/Love In The Dark.json
adele,love-in-the-dark,pre-chorus,data/Love In The Dark-2.json
adele,love-in-the-dark,chorus,data/Love In The Dark-3.json
adele,love-in-the-dark,bridge,data/Love In The Dark-4.json
adele,love-is-a-game,chorus,
adele,make-you-feel-my-love,verse,data/Make You Feel My Love.json
adele,make-you-feel-my-love,chorus,data/Make You Feel My Love-2.json
adele,my-little-love,chorus,data/My Little Love.json
adele,oh-my-god,chorus,data/Oh My God.json
adele,rolling-in-the-deep,verse,data/Rolling in the Deep.json
adele,rolling-in-the-deep,pre-chorus,data/Rolling In The Deep-2.json
