artist,songname,sectiontype,filename
cboyardee,dilbert-2---renard---killers-mp3,chorus,
cbs news,prime-time-with-john-dickerson,intro,
cbs news,prime-time-with-john-dickerson,pre-chorus-and-chorus,
cece peniston,finally,verse,
cece peniston,finally,chorus,data/Finally-2.json
cece peniston,finally,bridge,
cee lo green,forget-you,intro,data/Forget You.json
cee lo green,forget-you,verse,data/Forget You-2.json
cee lo green,forget-you,pre-chorus,data/Forget You-3.json
cee lo green,forget-you,bridge,data/Forget You-4.json
ceelo,sign-of-the-times,chorus,
ceelo green,all-i-need-is-love-%28feat-disneys-the-muppets%29,pre-chorus,data/All I Need Is Love (feat Disney's the Muppets).json
ceelo green,all-i-need-is-love-%28feat-disneys-the-muppets%29,chorus,
ceelo green,bright-lights-bigger-city,chorus,data/Bright Lights Bigger City.json
celebrate the nun,will-you-be-there,chorus,
celeste,not-your-muse,verse,data/Not Your Muse.json
celeste,not-your-muse,pre-chorus-and-chorus,data/Not Your Muse-2.json
celia cruz,la-vida-es-un-carnaval,intro,
celia cruz,la-vida-es-un-carnaval,verse,
celia cruz,la-vida-es-un-carnaval,chorus,data/La Vida Es Un Carnaval-3.json
celine dion,a-new-day-has-come,pre-chorus-and-chorus,
celine dion,a-new-day-has-come,chorus-lead-out,data/A New Day Has Come-2.json
celine dion,all-by-myself,verse,
celine dion,all-by-myself,pre-chorus-and-chorus,data/All By Myself-2.json
celine dion,all-by-myself,chorus-lead-out,
celine dion,all-by-myself,instrumental,data/All By Myself-4.json
celine dion,all-by-myself,pre-outro,data/All By Myself-5.json
celine dion,ashes,pre-chorus,
celine dion,ashes,chorus,
celine dion,i-surrender,verse,data/I Surrender.json
celine dion,i-surrender,chorus,
celine dion,my-heart-will-go-on,verse,data/My Heart Will Go On.json
celine dion,my-heart-will-go-on,chorus,
celine dion,thats-the-way-it-is,verse,data/That's the Way It Is.json
celine dion,thats-the-way-it-is,pre-chorus,
celine dion,thats-the-way-it-is,chorus,
celine dion,thats-the-way-it-is,bridge,data/That's the Way It Is-4.json
celine dion,the-power-of-love,chorus,
celso machado,pe-de-moleque,solo-1,
celso machado,pe-de-moleque,solo-2,
central cee,let-go,chorus,data/Let Go-2.json
central unit,saturday-nite,intro,
centuu,yo-x-vos,chorus,
ceoma feat the larx,love-is-more--rob-mayth-remix-,chorus,data/Love Is More -Rob Mayth Remix-.json
ceoma feat the larx,love-is-more--rob-mayth-remix-,bridge,
ceoma feat the larx,love-is-more--rob-mayth-remix-,instrumental,data/Love Is More -Rob Mayth Remix--3.json
ceredwen,morwyn-y-blodau,chorus,
cern,the-message---northern-mix,chorus,
cesar franck,violin-sonata---mvt-i,verse,data/Violin Sonata - Mvt I.json
cesar franck,violin-sonata---mvt-i,solo,
cesar franck,violin-sonata---mvt-ii,intro-and-verse,
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,intro,data/Smash Mouth - All Star (In 7 Different Modes).json
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,verse,
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,pre-chorus,data/Smash Mouth - All Star (In 7 Different Modes)-3.json
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,chorus,
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,chorus-lead-out,
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,bridge,
cezar tortorelli,smash-mouth---all-star-%28in-7-different-modes%29,solo,data/Smash Mouth - All Star (In 7 Different Modes)-7.json
cfcf,heaven,verse-and-pre-chorus,data/Heaven-5.json
cg5,big-chungus-%28song%29,intro-and-verse,
cg5,bite-of-87,intro,data/BITE OF 87.json
cg5,bite-of-87,pre-chorus,
cg5,bite-of-87,chorus,data/BITE OF 87-3.json
cg5,fathers-day,intro,
cg5,fathers-day,verse,data/Father's Day-2.json
cg5,fathers-day,verse-and-pre-chorus,
cg5,fathers-day,chorus,data/Father's Day-4.json
cg5,glamorous,chorus,
cg5,grimace,chorus,data/Grimace.json
cg5,i-see-a-dreamer-%28dream-team-original-song%29,intro,
cg5,i-see-a-dreamer-%28dream-team-original-song%29,verse,data/I See a Dreamer (Dream Team Original Song)-2.json
cg5,i-see-a-dreamer-%28dream-team-original-song%29,pre-chorus,
cg5,i-see-a-dreamer-%28dream-team-original-song%29,chorus,
cg5,i-see-a-dreamer-%28dream-team-original-song%29,bridge,data/I See a Dreamer (Dream Team Original Song)-5.json
cg5,i-see-a-dreamer-%28dream-team-original-song%29,solo,
cg5,i-see-a-dreamer-%28dream-team-original-song%29,outro,data/I See a Dreamer (Dream Team Original Song)-7.json
cg5,ruined-lullaby,chorus,
cg5,ruined-lullaby,chorus-lead-out,
cg5,ruined-lullaby,bridge,
cg5,ruined-lullaby,outro,
cg5,superstar,verse,data/SUPERSTAR-5.json
cg5,superstar,chorus,
chacalon,soy-provinciano,verse,data/Soy Provinciano.json
chad valley,fall-4-u,verse,
chad york,gloomy-manor---luigis-mansion-dark-moon,verse,data/Gloomy Manor - Luigi's Mansion Dark Moon.json
chad york,gloomy-manor---luigis-mansion-dark-moon,chorus,
chad york,gloomy-manor---luigis-mansion-dark-moon,outro,data/Gloomy Manor - Luigi's Mansion Dark Moon-3.json
chain reaction,barricades,solo,
chainsmokers,something-just-like-this,pre-chorus,data/Something Just Like This.json
chainsmokers,something-just-like-this,chorus,data/Something Just Like This-2.json
chainsmokers,something-just-like-this,bridge,data/Something Just Like This-3.json
chairlift,amanaemonesia,chorus,
chairlift,evident-utensil,verse,data/Evident Utensil.json
chairlift,evident-utensil,chorus,data/Evident Utensil-2.json
chairlift,met-before,verse,
chairlift,met-before,chorus,data/Met Before-2.json
chairlift,moth-to-the-flame,chorus,
chairlift,turning,verse,data/Turning.json
chaka blackmon,mystic-force-theme-song,verse,
chaka khan,aint-nobody,chorus,data/Ain't Nobody.json
chaka khan,i-feel-for-you,verse,
chaka khan,i-feel-for-you,pre-chorus,data/I Feel for You-2.json
chaka khan,i-feel-for-you,chorus,
chaka khan,through-the-fire,chorus,data/Through The Fire.json
chalk zone,the-amazin-river,intro-and-verse,
chalk zone,the-amazin-river,bridge,data/The Amazin' River-2.json
chamillionaire,ridin,chorus,
chance the rapper,no-problem,chorus,data/No Problem.json
chance the rapper,same-drugs,chorus,
chance thomas,silent-hope,solo-1,
chance thomas,silent-hope,solo-2,
chance thomas,silent-hope,solo-3,data/Silent Hope-3.json
chanel,clavaito-ft-abraham-mateo,chorus,
change,paradise,bridge,data/Paradise-2.json
change,the-glow-of-love,intro,
channeled,inside-the-light,intro,
channeled,inside-the-light,verse,data/Inside The Light-2.json
channeled,inside-the-light,pre-chorus,
channeled,inside-the-light,chorus,data/Inside The Light-4.json
channeled,inside-the-light,solo,data/Inside The Light-5.json
chaos,chosen-one,intro,
chaos,chosen-one,intro-and-verse,data/Chosen One.json
chaos chaos,terryfold-ft-justin-roiland,chorus,
chapter xj,resurrection---jorn-van-deynhoven-remix,chorus,
charles aznavour,hier-encore,intro,
charles cornell,heart-and-soul,verse,data/Heart And Soul-2.json
charles gounod,funeral-march-of-a-marionette,verse,
charles gounod,funeral-march-of-a-marionette,chorus,
charles gounod,funeral-march-of-a-marionette,chorus-lead-out,
charles gounod,funeral-march-of-a-marionette,bridge,data/Funeral March Of A Marionette-4.json
charles gounod,funeral-march-of-a-marionette,solo,data/Funeral March Of A Marionette-5.json
charles gounod and johann sebastian bach,ave-maria,verse,
charles infamous,jukebox-ft-tuck-ryan,chorus,data/Jukebox ft Tuck Ryan.json
charles jenkins,awesome,intro,
charles jenkins,awesome,verse,data/Awesome-2.json
charles jenkins,awesome,verse-and-pre-chorus,data/Awesome-3.json
charles louis hanon,hanon-exercise-31,intro-and-verse,
charles louis hanon,hanon-exercise-60---the-tremolo,instrumental,
charles marie widor,symphony-for-organ-no-5---toccata,intro,data/Symphony for Organ No 5 - Toccata.json
charles valentin alkan,le-festin-desope,theme,
charles valentin alkan,le-festin-desope,variation-1,data/Le Festin d'Esope-2.json
charles valentin alkan,le-festin-desope,variation-2,data/Le Festin d'Esope-3.json
charles valentin alkan,le-festin-desope,variation-17,data/Le Festin d'Esope-4.json
charles valentin alkan,le-festin-desope,variation-18,data/Le Festin d'Esope-5.json
charles valentin alkan,le-festin-desope,chorus,
charles wright,express-yourself,intro,
charles wright   the watts 103rd street rhythm ban,express-yourself,intro,data/Express Yourself-2.json
charley patton,pony-blues,verse,
charley patton,poor-me,verse,
charley patton,when-your-ways-get-dark,verse,
charli xcx,1999,pre-chorus-and-chorus,
charli xcx,2099,verse,data/2099.json
charli xcx,2099,chorus,data/2099-2.json
charli xcx,3am-ft-mo,chorus,
charli xcx,7-years,chorus,data/7 Years.json
charli xcx,baby,verse,data/Baby-2.json
charli xcx,baby,chorus,data/Baby-3.json
charli xcx,backseat-ft-carly-rae-jepsen,verse,
charli xcx,backseat-ft-carly-rae-jepsen,chorus,
charli xcx,boom-clap,verse,
charli xcx,boom-clap,chorus,data/Boom Clap-2.json
charli xcx,breaking-up,verse,
charli xcx,breaking-up,chorus,data/Breaking Up-2.json
charli xcx,caught-in-the-middle,verse,
charli xcx,caught-in-the-middle,chorus,data/Caught in the Middle-2.json
charli xcx,claws,verse,
charli xcx,claws,chorus-lead-out,data/Claws-2.json
charli xcx,constant-repeat,verse,
charli xcx,constant-repeat,pre-chorus,data/Constant Repeat-2.json
charli xcx,constant-repeat,chorus,
charli xcx,constant-repeat,outro,data/Constant Repeat-4.json
charli xcx,crash,chorus,
charli xcx,cross-you-out,verse,
charli xcx,cross-you-out,chorus,
charli xcx,delicious,chorus,
charli xcx,detonate,verse,data/Detonate.json
charli xcx,detonate,chorus,data/Detonate-2.json
charli xcx,doing-it-%28feat-rita-ora%29,verse,
charli xcx,doing-it-%28feat-rita-ora%29,chorus,data/Doing It (feat Rita Ora)-2.json
charli xcx,drugs,verse,
charli xcx,drugs,chorus,data/Drugs-2.json
charli xcx,enemy,pre-chorus-and-chorus,
charli xcx,every-rule,chorus,data/Every Rule.json
charli xcx,famous,verse,data/Famous-2.json
charli xcx,famous,pre-chorus-and-chorus,data/Famous-3.json
charli xcx,femmebot-ft-dorian-electra-and-mykki-blanco,chorus,
charli xcx,forever,verse,data/Forever.json
charli xcx,forever,chorus,
charli xcx,girls-night-out,pre-chorus-and-chorus,data/Girls Night Out.json
charli xcx,gone-%28with-christine-and-the-queens%29,verse,
charli xcx,gone-%28with-christine-and-the-queens%29,pre-chorus,data/Gone (with Christine and the Queens)-2.json
charli xcx,gone-%28with-christine-and-the-queens%29,chorus,
charli xcx,good-ones,intro,
charli xcx,good-ones,verse,data/Good Ones-2.json
charli xcx,good-ones,pre-chorus,
charli xcx,good-ones,chorus,
charli xcx,hanging-around,chorus,
charli xcx,i-finally-understand,chorus,data/I Finally Understand.json
charli xcx,lightning,chorus,
charli xcx,lipgloss-ft-cupcakke,chorus,data/Lipgloss ft Cupcakke.json
charli xcx,lock-you-up,verse-and-pre-chorus,
charli xcx,lock-you-up,chorus,data/Lock You Up-2.json
charli xcx,lucky,verse,data/Lucky-4.json
charli xcx,lucky,chorus,data/Lucky-5.json
charli xcx,move-me,chorus,data/Move Me.json
charli xcx,need-ur-luv,chorus,data/Need Ur Luv.json
charli xcx,new-shapes,intro-and-verse,
charli xcx,new-shapes,verse,
charli xcx,new-shapes,pre-chorus,
charli xcx,new-shapes,chorus,
charli xcx,nuclear-seasons,chorus,
charli xcx,official,verse,data/Official.json
charli xcx,official,chorus,
charli xcx,out-of-my-head-ft-tove-lo-and-alma,chorus,data/Out Of My Head ft Tove Lo and ALMA.json
charli xcx,roll-with-me,chorus,
charli xcx,selfish-girl,verse,
charli xcx,selfish-girl,pre-chorus,
charli xcx,selfish-girl,chorus,
charli xcx,set-me-free-%28feel-my-pain%29,intro-and-verse,
charli xcx,set-me-free-%28feel-my-pain%29,pre-chorus,
charli xcx,set-me-free-%28feel-my-pain%29,chorus,data/Set Me Free (Feel My Pain)-3.json
charli xcx,silver-cross,pre-chorus-and-chorus,
charli xcx,sorry-if-i-hurt-you,verse,data/Sorry If I Hurt You.json
charli xcx,sorry-if-i-hurt-you,pre-chorus,
charli xcx,sorry-if-i-hurt-you,chorus,data/Sorry If I Hurt You-3.json
charli xcx,speed-drive,chorus,
charli xcx,superlove,chorus,data/SuperLove.json
charli xcx,tears-%28feat-caroline-polachek%29,chorus,
charli xcx,track-10,pre-chorus,
charli xcx,track-10,chorus,data/Track 10-2.json
charli xcx,used-to-know-me,verse,
charli xcx,used-to-know-me,pre-chorus,data/Used to Know Me-2.json
charli xcx,used-to-know-me,chorus,
charli xcx,von-dutch,chorus,data/Von Dutch.json
charli xcx,warm,pre-chorus-and-chorus,
charli xcx,yuck,chorus,
charli xcx feat rina sawayama,beg-for-you,chorus,data/Beg For You.json
charlie day,always-sunny---i-like-paddys-pub,intro,
charlie day,always-sunny---i-like-paddys-pub,chorus,data/Always Sunny - I Like Paddy's Pub-2.json
charlie day,always-sunny---i-like-paddys-pub,solo,
charlie day,always-sunny---i-like-paddys-pub,outro,data/Always Sunny - I Like Paddy's Pub-4.json
charlie parker,yardbird-suite,chorus,
charlie puth,attention,verse,
charlie puth,attention,chorus,
charlie puth,boy,verse-and-pre-chorus,
charlie puth,boy,chorus,data/BOY-2.json
charlie puth,charlie-be-quiet,chorus,
charlie puth,done-for-me,pre-chorus-and-chorus,data/Done For Me.json
charlie puth,i-dont-think-that-i-like-her,chorus,data/I Don't Think That I Like Her.json
charlie puth,light-switch,chorus,
charlie puth,loser,chorus,data/Loser-4.json
charlie puth,marks-on-my-neck,chorus,
charlie puth,marvin-gaye-ft-meghan-trainor,pre-chorus,
charlie puth,mother,verse,data/Mother.json
charlie puth,mother,pre-chorus,data/Mother-2.json
charlie puth,mother,chorus,data/Mother-3.json
charlie puth,no-more-drama,chorus,
charlie puth,one-call-away,chorus,
charlie puth,smells-like-me,chorus,
charlie puth,tears-on-my-piano,chorus,data/Tears On My Piano.json
charlie puth,thats-hilarious,chorus,
charlie puth,theres-a-first-time-for-everything,chorus,
charlie puth,when-youre-sad-im-sad,chorus,
charlie puth feat jung cook,left-and-right,chorus,data/Left And Right.json
charlie puth ft selena gomez,we-dont-talk-anymore,intro,
charlie schmidt,keyboard-cat,verse,data/Keyboard Cat.json
charlotte day wilson,work,verse,
charlotte gainsbourg,deadly-valentine,chorus,data/Deadly Valentine.json
charlotte gainsbourg,hey-joe-,verse,
charlotte quin,im-that-bitch,verse,data/I'm That Bitch.json
charlotte quin,im-that-bitch,pre-chorus,
charlotte quin,internet-lovers,verse,data/Internet Lovers.json
charlotte quin,internet-lovers,pre-chorus,data/Internet Lovers-2.json
charlotte quin,internet-lovers,chorus,data/Internet Lovers-3.json
charly bliss,black-hole,verse,data/Black Hole.json
charly garcia,nos-siguen-pegando-abajo,verse,
charly garcia,ojos-de-videotape,intro,
chase and status,blind-faith,chorus,
chase and status,time,chorus,data/Time-3.json
chase holfelder,i-want-you-to-want-me-in-minor-key,pre-chorus,
chase holfelder,i-want-you-to-want-me-in-minor-key,chorus,
chase rice,three-chords-and-the-truth,chorus,data/Three Chords and The Truth.json
chayanne,si-no-estas,chorus,
cheap trick,i-want-you-to-want-me,verse,data/I Want You to Want Me.json
cheap trick,i-want-you-to-want-me,pre-chorus,
cheap trick,i-want-you-to-want-me,chorus,data/I Want You to Want Me-3.json
cheap trick,mighty-wings,intro,
cheap trick,mighty-wings,verse,data/Mighty Wings-2.json
cheap trick,mighty-wings,verse-and-pre-chorus,
cheap trick,mighty-wings,pre-chorus,data/Mighty Wings-4.json
cheap trick,mighty-wings,chorus,data/Mighty Wings-5.json
cheap trick,mighty-wings,chorus-lead-out,data/Mighty Wings-6.json
cheap trick,surrender,intro,
cheap trick,surrender,verse,data/Surrender-2.json
cheap trick,surrender,chorus,data/Surrender-3.json
cheap trick,voices,intro,
cheap trick,voices,verse,data/Voices-2.json
cheap trick,voices,chorus,
cheap trick,voices,bridge,data/Voices-4.json
cheat codes and dante klein,let-me-hold-you---turn-me-on,chorus,
cheat codes and kris kross amsterdam,sex,intro,data/Sex.json
cheat codes and kris kross amsterdam,sex,verse,data/Sex-2.json
cheat codes and kris kross amsterdam,sex,chorus,data/Sex-3.json
cheer chen,immortal,verse,
cheer chen,immortal,chorus,data/immortal-2.json
cheer chen,lonely-without-you,verse,
cheer chen,lonely-without-you,chorus,data/Lonely Without You-2.json
cheer chen,travel-is-meaningful,verse,
cheer chen,travel-is-meaningful,chorus,
cheer chen,travel-is-meaningful,chorus-lead-out,data/Travel is Meaningful-3.json
cheesy hfj,a-smallest,verse,
cheesy hfj,castled,verse,data/Castled.json
cheesy hfj,donor-live,intro,
cheesy hfj,one-theme,verse,data/ONE Theme.json
cheesy hfj,scrome,verse,
cheesy hfj,snuffy,verse,
cheesy hfj,spow,intro-and-verse,
cheesy hfj,three-year-shmee,verse,data/Three Year Shmee.json
cheesy hfj,walked-out,verse,
cheesyhfj,donor-live,intro,data/Donor live-2.json
chef boyardee,rolling-can,verse,
chefspecial,in-your-arms,verse-and-pre-chorus,data/IN YOUR ARMS.json
chelsea moon,be-thou-my-vision,verse,
chelsea ward,thats-falling-in-love,verse,data/That's Falling in Love.json
chelsea ward,thats-falling-in-love,chorus,
chelsea ward,thats-falling-in-love,chorus-lead-out,
chemical brothers,saturate,intro,
chen yixun,guyongzhe,verse,data/guyongzhe.json
cher,believe,verse-and-pre-chorus,
cher,believe,chorus,data/Believe-2.json
cher,gypsys-tramps-and-thieves,chorus,
cher,half-breed,verse,
cher,half-breed,chorus,
cher,strong-enough,verse,
cher,strong-enough,chorus,data/Strong Enough-2.json
cher,the-shoop-shoop-song-%28its-in-his-kiss%29,chorus,
cher lloyd,want-u-back,verse,
cher lloyd,want-u-back,chorus,data/Want U Back-2.json
cher lloyd feat becky g,oath,chorus,
cherrelle,i-didnt-mean-to-turn-you-on,chorus,data/I Didn't Mean To Turn You On.json
cheryl cole,call-my-name,chorus,
cheryl cole,fight-for-this-love,pre-chorus-and-chorus,
cheryl cole,parachute,verse,data/Parachute.json
cheryl cole,parachute,chorus,
cheryl cole,promise-this,chorus,data/Promise This.json
cheryl cole,under-the-sun,instrumental,
cheshyre,calliope,verse,data/Calliope.json
chester see,nice-guys-acoustic,chorus,
chet baker,its-always-you,verse,data/It's Always You.json
chet baker,its-always-you,bridge,
chet faker,gold,chorus,data/Gold-4.json
chet faker,im-into-you,chorus,
chet faker,no-diggity,chorus,
chet faker,talk-is-cheap,intro,
chevelle,closure,chorus,data/Closure-2.json
chevelle,letter-from-a-thief,chorus,
chevelle,send-the-pain-below,chorus,data/Send The Pain Below.json
cheyenne rennie,whereever-i-go,chorus,
chiai fujikawa,atashi-ga-tonari-ni-iruuchi-ni,verse,
chic,everybody-dance,chorus,
chic,good-times,chorus,data/Good Times.json
chic,i-want-your-love,intro,
chic,le-freak,chorus,data/Le Freak.json
chic,my-forbidden-lover,intro,
chicago,25-or-6-to-4,intro,
chicago,25-or-6-to-4,verse,
chicago,25-or-6-to-4,chorus,data/25 or 6 to 4-3.json
chicago,colour-my-world,intro,
chicago,feelin-stronger-every-day,intro,data/Feelin' Stronger Every Day.json
chicago,feelin-stronger-every-day,verse,
chicago,feelin-stronger-every-day,chorus,
chicago,feelin-stronger-every-day,bridge,data/Feelin' Stronger Every Day-4.json
chicago,feelin-stronger-every-day,outro,data/Feelin' Stronger Every Day-5.json
chicago,hard-habit-to-break,verse,
chicago,hard-habit-to-break,chorus,
chicago,hard-habit-to-break,bridge,data/Hard Habit To Break-3.json
chicago,hard-to-say-im-sorry,intro,
chicago,hard-to-say-im-sorry,verse,data/Hard To Say I'm Sorry-2.json
chicago,hard-to-say-im-sorry,pre-chorus,data/Hard To Say I'm Sorry-3.json
chicago,hard-to-say-im-sorry,chorus,data/Hard To Say I'm Sorry-4.json
chicago,hard-to-say-im-sorry,bridge,data/Hard To Say I'm Sorry-5.json
chicago,king-of-might-have-been,intro,
chicago,questions-67-and-68,intro,data/Questions 67 and 68.json
chicago,questions-67-and-68,verse,
chicago,questions-67-and-68,chorus,
chicago,questions-67-and-68,instrumental,
chicago,saturday-in-the-park,intro,
chicago,saturday-in-the-park,verse,
chicago,saturday-in-the-park,pre-chorus-and-chorus,data/Saturday in the Park-3.json
chicago,saturday-in-the-park,bridge,data/Saturday in the Park-4.json
chicago,youre-the-inspiration,verse,
chicago,youre-the-inspiration,pre-chorus,
chicago,youre-the-inspiration,chorus,data/You're The Inspiration-3.json
chicago,youre-the-inspiration,outro,
chicane,saltwater,chorus,data/Saltwater-3.json
chicane and ferry corsten,one-thousand-suns---soundprank-remix,chorus,
chick corea and return to forever,spain,verse,
chico buarque,construcao,verse,
chiddy bang,mind-your-manners,chorus,
chiddy bang,opposite-of-adults,intro,
chief keef,hate-bein-sober,verse-and-pre-chorus,
chief keef,i-dont-like,verse,data/I Don't Like.json
chief keef,love-sosa,chorus,
chief keef,yesterday,intro,data/Yesterday.json
chief keef,yesterday,verse,
childish gambino,3005,chorus,data/3005.json
childish gambino,me-and-your-mama,intro,
childish gambino,me-and-your-mama,chorus,
childish gambino,redbone,intro,
childish gambino,redbone,verse,data/Redbone-2.json
childish gambino,redbone,chorus,
childish gambino,sober,chorus,data/Sober.json
childish gambino,sober,chorus-lead-out,
childish gambino,telegraph-ave-oakland-by-lloyd,chorus,data/Telegraph Ave Oakland by Lloyd.json
childish gambino,the-night-me-and-your-mama-met,instrumental,data/The Night Me and Your Mama Met.json
chilly gonzales,knight-moves,intro,
chilly gonzales,knight-moves,chorus,data/Knight Moves-2.json
chilly gonzales,othello,verse,
chilly gonzales,othello,pre-chorus,data/Othello-2.json
chilly gonzales,othello,chorus,
chilly gonzales,you-can-dance,chorus,data/You Can Dance.json
chilly gonzales,you-can-dance,bridge,
chimarruts,versos-simples,verse,
chimarruts,versos-simples,chorus,
chinatsu akasaki and mutsumi tamura,kill-me-baby,intro,data/Kill Me Baby.json
chinatsu akasaki and mutsumi tamura,kill-me-baby,intro-and-verse,
chinatsu akasaki and mutsumi tamura,kill-me-baby,verse,
chinatsu akasaki and mutsumi tamura,kill-me-baby,bridge,
chino y nacho,el-poeta,chorus,data/El Poeta.json
chino y nacho,tu-angelito,chorus,
chipz,gangstertown,chorus,data/Gangstertown.json
chipzel,beginners-luck,intro,
chipzel,beginners-luck,pre-chorus,data/Beginner's Luck-2.json
chipzel,beginners-luck,chorus,data/Beginner's Luck-3.json
chipzel,courtesy,intro,
chipzel,courtesy,verse-and-pre-chorus,
chipzel,courtesy,chorus,
chipzel,courtesy,chorus-lead-out,
chipzel,courtesy,pre-outro,data/Courtesy-5.json
chipzel,courtesy,outro,data/Courtesy-6.json
chipzel,fighting-chance,chorus,
chipzel,otis,verse,
chipzel,otis,chorus,
chipzel,step-right-up,chorus,
chipzel,super-hexagon-theme-1,intro,data/Super Hexagon Theme 1.json
chipzel,super-hexagon-theme-1,verse,
chipzel,super-hexagon-theme-1,chorus,
chipzel,super-hexagon-theme-1,chorus-lead-out,
chipzel,super-hexagon-theme-1,pre-outro,data/Super Hexagon Theme 1-5.json
chipzel,super-hexagon-theme-1,outro,
chisato moritaka,kibun-soukai,intro,
chisato moritaka,kibun-soukai,verse-and-pre-chorus,
chisato moritaka,kibun-soukai,chorus,
chisato moritaka,kibun-soukai,solo,data/Kibun Soukai-4.json
chisato moritaka,watashi-ga-obasan-ni-nattemo,intro,
chisato moritaka,watashi-ga-obasan-ni-nattemo,verse,
chisato moritaka,watashi-ga-obasan-ni-nattemo,pre-chorus-and-chorus,
chitaozinho e xororo,evidencias,verse,
chitaozinho e xororo,evidencias,chorus,data/Evidencias-2.json
chloe,body-do,pre-chorus-and-chorus,
chloe,have-mercy,chorus,data/Have Mercy.json
chloe,treat-me,chorus,
chloe moriondo,ghost-adventure-spirit-orb,verse,data/Ghost Adventure Spirit Orb.json
chloe moriondo,ghost-adventure-spirit-orb,pre-chorus-and-chorus,
chloe x halle,do-it,verse,
chloe x halle,do-it,pre-chorus,
chloe x halle,do-it,chorus,data/Do It-3.json
chloe x halle,forgive-me,verse,
chloe x halle,forgive-me,chorus,data/Forgive Me-2.json
chloe x halle,tipsy,verse-and-pre-chorus,
chloe x halle,tipsy,chorus,
chloe x halle,tipsy,bridge,
chloe x halle,ungodly-hour,verse,data/Ungodly Hour.json
chloe x halle,ungodly-hour,pre-chorus,
chloe x halle,ungodly-hour,chorus,data/Ungodly Hour-3.json
chloe x halle,wonder-what-she-thinks-of-me,verse,
chloe x halle,wonder-what-she-thinks-of-me,pre-chorus,
chloe x halle,wonder-what-she-thinks-of-me,chorus,
cho tokimeki sendenbu,suki,intro,data/Suki.json
choucho,yasashisa-no-riyuu-hyouka-op,chorus,
chouchou,colony,verse,
chouchou,colony,chorus,
chris brown,beautiful-people,verse,
chris brown,dont-wake-me-up,chorus,
chris brown,dont-wake-me-up---dberrie-remix,chorus,data/Don't Wake Me Up - dBerrie Remix.json
chris brown,forever,chorus,
chris brown,kiss-kiss-%28ft-t-pain%29,chorus,data/Kiss Kiss (ft T-Pain).json
chris brown,no-guidance-%28ft-drake%29,verse-and-pre-chorus,
chris brown,run-it,verse,
chris brown,turn-up-the-music,chorus,
chris brown,with-you,verse,data/With You.json
chris brown,yeah-3x,chorus,
chris christodoulou,chanson-dautomne,instrumental,data/Chanson d'Automne.json
chris christodoulou,coalescence,verse,
chris cornell,you-know-my-name,verse-and-pre-chorus,
chris cornell,you-know-my-name,chorus,
chris de burgh,high-on-emotion,verse,data/High On Emotion.json
chris de burgh,high-on-emotion,pre-chorus,
chris de burgh,high-on-emotion,chorus,data/High On Emotion-3.json
chris de burgh,lady-in-red,intro,
chris de burgh,lady-in-red,verse,data/Lady In Red-2.json
chris de burgh,lady-in-red,pre-chorus,
chris de burgh,lady-in-red,pre-chorus-and-chorus,data/Lady In Red-4.json
chris garneau,relief,verse,
chris garneau,relief,chorus,data/Relief-2.json
chris garneau,relief,bridge,
chris garneau,sad-news,verse,data/Sad News.json
chris garneau,sad-news,pre-chorus,
chris garneau,sad-news,chorus,data/Sad News-3.json
chris huelsbeck,stage-1-1---mega-turrican,verse,
chris huelsbeck,super-turrican,verse,data/Super Turrican.json
chris huelsbeck,turrican-ii---the-great-bath,verse,
chris isaak,wicked-game,intro,data/Wicked Game.json
chris isaak,wicked-game,verse,
chris jobe,it-couldve-been-you,chorus,data/It Could've Been You.json
chris lane,number-one,intro,
chris rea,i-can-hear-your-heartbeat,verse,
chris rea,i-can-hear-your-heartbeat,pre-chorus,
chris rea,i-can-hear-your-heartbeat,chorus,data/I Can Hear Your Heartbeat-3.json
chris stapleton,cold,chorus,data/Cold.json
chris stapleton,starting-over,chorus,
chris tomlin,our-god,intro,data/Our God.json
chris tomlin,our-god,verse,
chris tomlin,our-god,chorus,data/Our God-3.json
chris young and kane brown,famous-friends,chorus,
christell,dubidubidu,intro,data/Dubidubidu.json
christell,dubidubidu,verse,
christell,dubidubidu,chorus,data/Dubidubidu-3.json
christian,composition,instrumental,
christian falk ft robyn,dream-on,verse,data/Dream On-7.json
christian falk ft robyn,dream-on,pre-chorus-and-chorus,data/Dream On-8.json
christian pagan,loko,verse,
christian pagan,loko,pre-chorus,
christian pagan,loko,chorus,
christian petzold,minuet-in-g-minor---bwv-anh-115,verse,
christian petzold,minuet-in-g-minor---bwv-anh-115,chorus,data/Minuet in G minor - BWV Anh 115-2.json
christie,yellow-river,intro-and-verse,
christina aguilera,accelerate,verse,
christina aguilera,accelerate,pre-chorus,
christina aguilera,accelerate,chorus,data/Accelerate-3.json
christina aguilera,aint-no-other-man,verse,
christina aguilera,aint-no-other-man,pre-chorus,data/Ain't No Other Man-2.json
christina aguilera,beautiful,verse,data/Beautiful-2.json
