original_link,section,link
https://www.hooktheory.com/theorytab/view/carne-doce/cliche-depre,chorus,https://hookpad.hooktheory.com?idOfSong=RPxeapKNxb_&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/eu-te-odeio,verse,https://hookpad.hooktheory.com?idOfSong=nZgWWnzwgry&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/fetiche,verse,https://hookpad.hooktheory.com?idOfSong=eWxLvOwkmaK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/ideia,intro,https://hookpad.hooktheory.com?idOfSong=d_gwNYNAmGV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/ideia,verse,https://hookpad.hooktheory.com?idOfSong=KexEnBnvo_B&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/princesa,verse,https://hookpad.hooktheory.com?idOfSong=WeglvjlvorY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/princesa,chorus,https://hookpad.hooktheory.com?idOfSong=Abm_rjQJoak&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carne-doce/sertao-urbano,verse,https://hookpad.hooktheory.com?idOfSong=LAgQAV_EgyO&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caro-emerald/a-night-like-this,verse,https://hookpad.hooktheory.com?idOfSong=YAg-PReDmle&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caro-emerald/tangled-up,verse,https://hookpad.hooktheory.com?idOfSong=ZwxKE_lGmed&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-king/its-too-late,verse,https://hookpad.hooktheory.com?idOfSong=AQodkyPKxDl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-king/its-too-late,chorus,https://hookpad.hooktheory.com?idOfSong=kygzBqRLgKB&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-king/where-you-lead,verse,https://hookpad.hooktheory.com?idOfSong=ROmNnMZzmNw&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-king/where-you-lead,chorus,https://hookpad.hooktheory.com?idOfSong=DpgvNwZagad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-shelley-and-idina-menzel/the-wizard-and-i,verse,https://hookpad.hooktheory.com?idOfSong=YAg-kbNaole&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carole-shelley-and-idina-menzel/the-wizard-and-i,chorus,https://hookpad.hooktheory.com?idOfSong=jDgXNEDNoKl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carolina-liar/im-not-over,verse,https://hookpad.hooktheory.com?idOfSong=JkmZKddJgqn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carolina-liar/show-me-what-im-looking-for,intro,https://hookpad.hooktheory.com?idOfSong=l_NgbeMymQA&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carolina-liar/show-me-what-im-looking-for,chorus,https://hookpad.hooktheory.com?idOfSong=yZOxVPBNmdq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-kole/fools-gold,chorus,https://hookpad.hooktheory.com?idOfSong=QLgnqWAZm-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/billions,verse,https://hookpad.hooktheory.com?idOfSong=JNgqnqNnxrz&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/billions,chorus,https://hookpad.hooktheory.com?idOfSong=VMgJQKeamqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/blood-and-butter,verse,https://hookpad.hooktheory.com?idOfSong=zngRvQXEgJj&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/blood-and-butter,pre-chorus,https://hookpad.hooktheory.com?idOfSong=kygzkADzxKB&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/blood-and-butter,chorus,https://hookpad.hooktheory.com?idOfSong=JkmZr-_Zmqn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/bunny-is-a-rider,verse,https://hookpad.hooktheory.com?idOfSong=kygzqXKbmKB&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/bunny-is-a-rider,chorus,https://hookpad.hooktheory.com?idOfSong=ZwxKeBAbmed&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/bunny-is-a-rider,bridge,https://hookpad.hooktheory.com?idOfSong=AaoGkAYkoeQ&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/butterfly-net,verse,https://hookpad.hooktheory.com?idOfSong=nJmBRRqbmAV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/butterfly-net,chorus,https://hookpad.hooktheory.com?idOfSong=kwxArrRroKG&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/butterfly-net,chorus-lead-out,https://hookpad.hooktheory.com?idOfSong=d_gwwwPMgGV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/caroline-shut-up,verse,https://hookpad.hooktheory.com?idOfSong=DpgvaZkBmad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/caroline-shut-up,chorus,https://hookpad.hooktheory.com?idOfSong=ZbgOBER_mnY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/crude-drawing-of-an-angel,verse,https://hookpad.hooktheory.com?idOfSong=RzojZKEjoDe&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/crude-drawing-of-an-angel,pre-chorus,https://hookpad.hooktheory.com?idOfSong=DpgvOG_kxad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/dang,verse,https://hookpad.hooktheory.com?idOfSong=WeglQ-pLxrY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/dang,pre-chorus,https://hookpad.hooktheory.com?idOfSong=yvgPJjDLoYq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/door,intro,https://hookpad.hooktheory.com?idOfSong=Wegl-raLxrY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/door,verse,https://hookpad.hooktheory.com?idOfSong=bWgMb_BkxlX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/door,pre-chorus,https://hookpad.hooktheory.com?idOfSong=kygzwEXPxKB&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/door,chorus,https://hookpad.hooktheory.com?idOfSong=yvgPdJQYgYq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/fly-to-you,verse,https://hookpad.hooktheory.com?idOfSong=ZOxVM_wMgdq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes,verse,https://hookpad.hooktheory.com?idOfSong=QLgnYwk_m-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes,chorus,https://hookpad.hooktheory.com?idOfSong=bWgMljylmlX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes,chorus-lead-out,https://hookpad.hooktheory.com?idOfSong=AaoGlJekmeQ&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes,instrumental,https://hookpad.hooktheory.com?idOfSong=bWgMapBkglX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes-%28george-clanton-remix%29,verse,https://hookpad.hooktheory.com?idOfSong=yvgPQLzLxYq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hey-big-eyes-%28george-clanton-remix%29,chorus,https://hookpad.hooktheory.com?idOfSong=yvmrw-JvgOW&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hit-me-where-it-hurts,verse,https://hookpad.hooktheory.com?idOfSong=DpgvEwlemad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hit-me-where-it-hurts,chorus,https://hookpad.hooktheory.com?idOfSong=kwxAbyjJoKG&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hit-me-where-it-hurts,outro,https://hookpad.hooktheory.com?idOfSong=d_gwLwOKxGV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/hopedrunk-everasking,verse,https://hookpad.hooktheory.com?idOfSong=YAg-R_eKxle&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/i-believe,verse,https://hookpad.hooktheory.com?idOfSong=YAg-zzQBxle&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/i-believe,pre-chorus-and-chorus,https://hookpad.hooktheory.com?idOfSong=YAg-pW_Jmle&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/i-give-up,verse,https://hookpad.hooktheory.com?idOfSong=kwxA_MVDmKG&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/i-give-up,pre-chorus-and-chorus,https://hookpad.hooktheory.com?idOfSong=bWgM_MZlolX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/look-at-me-now,verse,https://hookpad.hooktheory.com?idOfSong=DpgvEQvamad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/look-at-me-now,pre-chorus-and-chorus,https://hookpad.hooktheory.com?idOfSong=YAg-zpkPxle&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/look-at-me-now,bridge,https://hookpad.hooktheory.com?idOfSong=ZbgOV_WMmnY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/new-normal,verse,https://hookpad.hooktheory.com?idOfSong=nJmBkB_kgAV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/ocean-of-tears,verse,https://hookpad.hooktheory.com?idOfSong=ZbgOdZJkxnY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/ocean-of-tears,chorus,https://hookpad.hooktheory.com?idOfSong=VMgJdy_DoqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/ocean-of-tears,chorus-lead-out,https://hookpad.hooktheory.com?idOfSong=LAgQdzPlmyO&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pang,intro,https://hookpad.hooktheory.com?idOfSong=KexE_MlKm_B&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pang,verse,https://hookpad.hooktheory.com?idOfSong=lamkjkKeoDM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pang,chorus,https://hookpad.hooktheory.com?idOfSong=JkmZyMW_oqn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pretty-in-possible,verse,https://hookpad.hooktheory.com?idOfSong=dPoD_GYlxnM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pretty-in-possible,pre-chorus,https://hookpad.hooktheory.com?idOfSong=LAgQPAaAmyO&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/pretty-in-possible,instrumental,https://hookpad.hooktheory.com?idOfSong=AaoGa_QPgeQ&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/so-hot-youre-hurting-my-feelings,intro,https://hookpad.hooktheory.com?idOfSong=QLgnOqk_x-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/so-hot-youre-hurting-my-feelings,verse,https://hookpad.hooktheory.com?idOfSong=WeglpwRYgrY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/so-hot-youre-hurting-my-feelings,pre-chorus,https://hookpad.hooktheory.com?idOfSong=nvgyRPDZxkA&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/so-hot-youre-hurting-my-feelings,chorus,https://hookpad.hooktheory.com?idOfSong=nLgazWRExYp&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/so-hot-youre-hurting-my-feelings,solo,https://hookpad.hooktheory.com?idOfSong=nZgWlGBwxry&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/sunset,verse,https://hookpad.hooktheory.com?idOfSong=VMgJ_WrWxqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/sunset,chorus,https://hookpad.hooktheory.com?idOfSong=RPxeXOZPgb_&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/sunset,chorus-lead-out,https://hookpad.hooktheory.com?idOfSong=QLgnnMe_g-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/the-gate,verse,https://hookpad.hooktheory.com?idOfSong=nvgyJezOxkA&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-polachek/welcome-to-my-island,chorus,https://hookpad.hooktheory.com?idOfSong=DpgvEErBmad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-rose/the-doldrums,intro-and-verse,https://hookpad.hooktheory.com?idOfSong=veoYrqVamdn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/caroline-rose/the-doldrums,verse,https://hookpad.hooktheory.com?idOfSong=VMgJlRPkoqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carolyni/game-of-thrones,intro,https://hookpad.hooktheory.com?idOfSong=lamknv-LoDM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenter-brut/inferno-galore,bridge,https://hookpad.hooktheory.com?idOfSong=JkmZ-pn_oqn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenter-brut/le-perv,chorus,https://hookpad.hooktheory.com?idOfSong=RzojBWAMoDe&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenter-brut/paradise-warfare,intro,https://hookpad.hooktheory.com?idOfSong=KexERJaVo_B&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenter-brut/roller-mobster,chorus,https://hookpad.hooktheory.com?idOfSong=d_gwdAXNxGV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenter-brut/turbo-killer,chorus,https://hookpad.hooktheory.com?idOfSong=QLgndJzyo-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenters/all-i-can-do,intro,https://hookpad.hooktheory.com?idOfSong=bWgMaQEXglX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenters/all-i-can-do,verse,https://hookpad.hooktheory.com?idOfSong=ROmNkeJEgNw&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenters/all-i-can-do,chorus,https://hookpad.hooktheory.com?idOfSong=dPoDwVRBxnM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carpenters/all-i-can-do,solo,https://hookpad.hooktheory.com?idOfSong=QLgnYyvZm-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-newcomer/bare-to-the-bone,verse,https://hookpad.hooktheory.com?idOfSong=ZOxVWWR_odq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-newcomer/bare-to-the-bone,chorus,https://hookpad.hooktheory.com?idOfSong=bWgMrArJxlX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-newcomer/if-not-now,verse,https://hookpad.hooktheory.com?idOfSong=jDgXeZEdxKl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-newcomer/if-not-now,bridge,https://hookpad.hooktheory.com?idOfSong=QLgnQaDpm-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/all-american-girl,verse,https://hookpad.hooktheory.com?idOfSong=pyvgPnWYoYq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/all-american-girl,pre-chorus,https://hookpad.hooktheory.com?idOfSong=ZOxVP_kGmdq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/all-american-girl,chorus,https://hookpad.hooktheory.com?idOfSong=ZdPoDAkXmnM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats,intro,https://hookpad.hooktheory.com?idOfSong=d_gwQGlroGV&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats,verse,https://hookpad.hooktheory.com?idOfSong=ZwxKqr_bmed&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats,pre-chorus,https://hookpad.hooktheory.com?idOfSong=eWxLqQL-oaK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats,chorus,https://hookpad.hooktheory.com?idOfSong=LAgQZaPRxyO&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats,bridge,https://hookpad.hooktheory.com?idOfSong=ROmNbGpAmNw&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/blown-away,verse,https://hookpad.hooktheory.com?idOfSong=pyvgP_LEmYq&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/blown-away,chorus,https://hookpad.hooktheory.com?idOfSong=AnLgaXRdmYp&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/cowboy-casanova,chorus,https://hookpad.hooktheory.com?idOfSong=nZgWOyE_gry&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/ever-ever-after,pre-chorus,https://hookpad.hooktheory.com?idOfSong=ROmNQKOpoNw&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/good-girl,verse-and-pre-chorus,https://hookpad.hooktheory.com?idOfSong=WeglzYX-orY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/good-girl,chorus,https://hookpad.hooktheory.com?idOfSong=AQodKweBxDl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/so-small,verse,https://hookpad.hooktheory.com?idOfSong=nZgWM_-zory&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/so-small,chorus,https://hookpad.hooktheory.com?idOfSong=nKexEbZOo_B&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/undo-it,verse-and-pre-chorus,https://hookpad.hooktheory.com?idOfSong=LAgQQNqEgyO&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/undo-it,chorus,https://hookpad.hooktheory.com?idOfSong=veoY-PQaodn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/undo-it,chorus-lead-out,https://hookpad.hooktheory.com?idOfSong=RzojZNDLoDe&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carrie-underwood/undo-it,bridge,https://hookpad.hooktheory.com?idOfSong=DpgvOELRxad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carter-bays-and-craig-thomas/nothing-suits-me-like-a-suit,verse,https://hookpad.hooktheory.com?idOfSong=WeglklZvmrY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carter-burwell/fargo-north-dakota,chorus,https://hookpad.hooktheory.com?idOfSong=nZgWAwqwory&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carter-burwell/puppet-love,instrumental,https://hookpad.hooktheory.com?idOfSong=ANmprekqxyM&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cartoon-network---steve-patrick/my-best-friend-plank,verse,https://hookpad.hooktheory.com?idOfSong=-WeglGNvmrY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cartoon-network---steve-patrick/my-best-friend-plank,pre-chorus,https://hookpad.hooktheory.com?idOfSong=WAQodOZXxDl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cartoon-network---steve-patrick/my-best-friend-plank,chorus,https://hookpad.hooktheory.com?idOfSong=DnZgWrlrmry&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cartoons/ekkosangen,chorus,https://hookpad.hooktheory.com?idOfSong=QLgnkeYvx-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cartoons/witch-doctor,chorus,https://hookpad.hooktheory.com?idOfSong=veoYPpMGxdn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carver-high/not-tonight,verse,https://hookpad.hooktheory.com?idOfSong=DpgvQ_zDmad&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carver-high/not-tonight,pre-chorus,https://hookpad.hooktheory.com?idOfSong=WeglrOXJorY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carver-high/not-tonight,chorus,https://hookpad.hooktheory.com?idOfSong=yvmrazkVoOW&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carykh/more-lasers,verse,https://hookpad.hooktheory.com?idOfSong=JNgqRwwexrz&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carykh/more-lasers,chorus,https://hookpad.hooktheory.com?idOfSong=VMgJkzzkxqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carykh/no-more-lasers,verse,https://hookpad.hooktheory.com?idOfSong=VMgJkzAAxqK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carykh/no-more-lasers,chorus,https://hookpad.hooktheory.com?idOfSong=RzojXWwkgDe&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/carykh/no-more-lasers,bridge,https://hookpad.hooktheory.com?idOfSong=nZgWAnKzory&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cascada/evacuate-the-dancefloor,verse-and-pre-chorus,https://hookpad.hooktheory.com?idOfSong=QLgnMdk_m-V&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cascada/evacuate-the-dancefloor,chorus,https://hookpad.hooktheory.com?idOfSong=bWgMwZBkolX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cascada/every-time-we-touch,verse,https://hookpad.hooktheory.com?idOfSong=ZbgOYwz-onY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cascada/every-time-we-touch,chorus,https://hookpad.hooktheory.com?idOfSong=bWgMQqXEglX&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cascada/pyromania,chorus,https://hookpad.hooktheory.com?idOfSong=eWxLk_y_gaK&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/casey-cook/judgements,chorus,https://hookpad.hooktheory.com?idOfSong=nvgyakpRgkA&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cash-cash/here-and-now,pre-chorus,https://hookpad.hooktheory.com?idOfSong=JNgqlGawmrz&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cash-cash/overtime,chorus,https://hookpad.hooktheory.com?idOfSong=veoYEWdyodn&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cash-cash/overtime,outro,https://hookpad.hooktheory.com?idOfSong=jDgXZwzyoKl&amp;enableYouTube=false&amp;openBandEditorOnInit=true
https://www.hooktheory.com/theorytab/view/cash-cash/overtime,outro-2,https://hookpad.hooktheory.com?idOfSong=ZbgOKQpagnY&amp;enableYouTube=false&amp;openBandEditorOnInit=true
